#Contig name	K-mer length	Contig length in k-mers	Colored k-mers	Proportion of colored k-mers in contig	Mode k-mer coverage depth	K-mer observations	Total	Proportion of k-mer observations in sample
contig-1044000000	31	114	0	0	2	228	21898680	1.04116e-05
contig-824000001	31	191	0	0	2	382	21898680	1.7444e-05
contig-849000002	31	196	0	0	2	392	21898680	1.79006e-05
contig-808000003	31	195	0	0	2	390	21898680	1.78093e-05
contig-1045000000	31	114	0	0	2	228	21898680	1.04116e-05
contig-825000001	31	191	0	0	4	764	21898680	3.48879e-05
contig-850000002	31	196	0	0	4	784	21898680	3.58012e-05
contig-1046000000	31	114	0	0	2	228	21898680	1.04116e-05
contig-809000003	31	201	0	0	5	1005	21898680	4.58932e-05
contig-1047000000	31	113	0	0	2	226	21898680	1.03203e-05
contig-851000002	31	196	0	0	2	392	21898680	1.79006e-05
contig-826000001	31	191	0	0	2	382	21898680	1.7444e-05
contig-810000003	31	195	0	0	4	780	21898680	3.56186e-05
contig-1048000000	31	113	0	0	2	226	21898680	1.03203e-05
contig-852000002	31	196	0	0	2	392	21898680	1.79006e-05
contig-827000001	31	191	0	0	2	382	21898680	1.7444e-05
contig-1049000000	31	299	0	0	9	2691	21898680	0.000122884
contig-811000003	31	195	0	0	2	390	21898680	1.78093e-05
contig-853000002	31	195	0	0	2	390	21898680	1.78093e-05
contig-1050000000	31	112	0	0	2	224	21898680	1.02289e-05
contig-828000001	31	220	0	0	4	880	21898680	4.01851e-05
contig-812000003	31	194	0	0	2	388	21898680	1.7718e-05
contig-1051000000	31	147	0	0	6	882	21898680	4.02764e-05
contig-854000002	31	195	0	0	5	975	21898680	4.45232e-05
contig-829000001	31	190	0	0	2	380	21898680	1.73526e-05
contig-813000003	31	211	0	0	4	844	21898680	3.85411e-05
contig-1052000000	31	111	0	0	2	222	21898680	1.01376e-05
contig-855000002	31	194	0	0	3	582	21898680	2.65769e-05
contig-1053000000	31	110	0	0	3	330	21898680	1.50694e-05
contig-830000001	31	190	0	0	2	380	21898680	1.73526e-05
contig-814000003	31	331	0	0	7	2317	21898680	0.000105805
contig-1054000000	31	110	0	0	2	220	21898680	1.00463e-05
contig-856000002	31	194	0	0	2	388	21898680	1.7718e-05
contig-831000001	31	190	0	0	2	380	21898680	1.73526e-05
contig-1055000000	31	110	0	0	2	220	21898680	1.00463e-05
contig-815000003	31	194	0	0	4	776	21898680	3.54359e-05
contig-1056000000	31	109	0	0	2	218	21898680	9.95494e-06
contig-857000002	31	194	0	0	2	388	21898680	1.7718e-05
contig-832000001	31	190	0	0	2	380	21898680	1.73526e-05
contig-816000003	31	194	0	0	2	388	21898680	1.7718e-05
contig-1057000000	31	109	0	0	2	218	21898680	9.95494e-06
contig-858000002	31	193	0	0	6	1158	21898680	5.28799e-05
contig-833000001	31	190	0	0	4	760	21898680	3.47053e-05
contig-1058000000	31	109	0	0	2	218	21898680	9.95494e-06
contig-817000003	31	193	0	0	2	386	21898680	1.76266e-05
contig-859000002	31	193	0	0	4	772	21898680	3.52533e-05
contig-1059000000	31	109	0	0	3	327	21898680	1.49324e-05
contig-834000001	31	190	0	0	2	380	21898680	1.73526e-05
contig-818000003	31	193	0	0	6	1158	21898680	5.28799e-05
contig-1060000000	31	109	0	0	2	218	21898680	9.95494e-06
contig-860000002	31	192	0	0	8	1536	21898680	7.01412e-05
contig-835000001	31	189	0	0	2	378	21898680	1.72613e-05
contig-819000003	31	193	0	0	4	772	21898680	3.52533e-05
contig-1061000000	31	108	0	0	2	216	21898680	9.86361e-06
contig-861000002	31	192	0	0	4	768	21898680	3.50706e-05
contig-836000001	31	189	0	0	2	378	21898680	1.72613e-05
contig-820000003	31	193	0	0	4	772	21898680	3.52533e-05
contig-1062000000	31	107	0	0	3	321	21898680	1.46584e-05
contig-837000001	31	189	0	0	2	378	21898680	1.72613e-05
contig-821000003	31	224	0	0	6	1344	21898680	6.13736e-05
contig-1063000000	31	107	0	0	2	214	21898680	9.77228e-06
contig-862000002	31	655	0	0	6	3930	21898680	0.000179463
contig-838000001	31	188	0	0	2	376	21898680	1.717e-05
contig-822000003	31	193	0	0	2	386	21898680	1.76266e-05
contig-1064000000	31	107	0	0	2	214	21898680	9.77228e-06
contig-863000002	31	192	0	0	4	768	21898680	3.50706e-05
contig-1065000000	31	107	0	0	2	214	21898680	9.77228e-06
contig-839000001	31	188	0	0	4	752	21898680	3.434e-05
contig-823000003	31	193	0	0	4	772	21898680	3.52533e-05
contig-1066000000	31	106	0	0	2	212	21898680	9.68095e-06
contig-864000002	31	212	0	0	6	1272	21898680	5.80857e-05
contig-840000001	31	188	0	0	2	376	21898680	1.717e-05
contig-824000003	31	193	0	0	2	386	21898680	1.76266e-05
contig-1067000000	31	105	0	0	2	210	21898680	9.58962e-06
contig-865000002	31	192	0	0	2	384	21898680	1.75353e-05
contig-841000001	31	188	0	0	2	376	21898680	1.717e-05
contig-825000003	31	192	0	0	2	384	21898680	1.75353e-05
contig-1068000000	31	105	0	0	2	210	21898680	9.58962e-06
contig-866000002	31	191	0	0	2	382	21898680	1.7444e-05
contig-1069000000	31	104	0	0	2	208	21898680	9.49829e-06
contig-842000001	31	187	0	0	2	374	21898680	1.70787e-05
contig-826000003	31	236	0	0	6	1416	21898680	6.46614e-05
contig-1070000000	31	103	0	0	2	206	21898680	9.40696e-06
contig-843000001	31	187	0	0	2	374	21898680	1.70787e-05
contig-867000002	31	276	0	0	8	2208	21898680	0.000100828
contig-1071000000	31	103	0	0	2	206	21898680	9.40696e-06
contig-827000003	31	192	0	0	4	768	21898680	3.50706e-05
contig-1072000000	31	103	0	0	6	618	21898680	2.82209e-05
contig-844000001	31	187	0	0	2	374	21898680	1.70787e-05
contig-868000002	31	191	0	0	4	764	21898680	3.48879e-05
contig-828000003	31	192	0	0	2	384	21898680	1.75353e-05
contig-1073000000	31	103	0	0	2	206	21898680	9.40696e-06
contig-869000002	31	191	0	0	2	382	21898680	1.7444e-05
contig-845000001	31	187	0	0	2	374	21898680	1.70787e-05
contig-1074000000	31	102	0	0	2	204	21898680	9.31563e-06
contig-829000003	31	192	0	0	2	384	21898680	1.75353e-05
contig-1075000000	31	151	0	0	23	3473	21898680	0.000158594
contig-870000002	31	191	0	0	2	382	21898680	1.7444e-05
contig-846000001	31	187	0	0	4	748	21898680	3.41573e-05
contig-830000003	31	192	0	0	4	768	21898680	3.50706e-05
contig-1076000000	31	102	0	0	4	408	21898680	1.86313e-05
contig-847000001	31	187	0	0	6	1122	21898680	5.1236e-05
contig-871000002	31	191	0	0	2	382	21898680	1.7444e-05
contig-1077000000	31	101	0	0	2	202	21898680	9.2243e-06
contig-831000003	31	192	0	0	3	576	21898680	2.6303e-05
contig-1078000000	31	112	0	0	8	896	21898680	4.09157e-05
contig-848000001	31	187	0	0	2	374	21898680	1.70787e-05
contig-872000002	31	191	0	0	2	382	21898680	1.7444e-05
contig-1079000000	31	101	0	0	2	202	21898680	9.2243e-06
contig-832000003	31	191	0	0	4	764	21898680	3.48879e-05
contig-1080000000	31	100	0	0	2	200	21898680	9.13297e-06
contig-849000001	31	187	0	0	2	374	21898680	1.70787e-05
contig-873000002	31	190	0	0	2	380	21898680	1.73526e-05
contig-1081000000	31	100	0	0	2	200	21898680	9.13297e-06
contig-833000003	31	191	0	0	2	382	21898680	1.7444e-05
contig-1082000000	31	100	0	0	2	200	21898680	9.13297e-06
contig-850000001	31	186	0	0	2	372	21898680	1.69873e-05
contig-874000002	31	190	0	0	2	380	21898680	1.73526e-05
contig-1083000000	31	100	0	0	2	200	21898680	9.13297e-06
contig-834000003	31	191	0	0	2	382	21898680	1.7444e-05
contig-1084000000	31	100	0	0	2	200	21898680	9.13297e-06
contig-851000001	31	186	0	0	4	744	21898680	3.39747e-05
contig-875000002	31	190	0	0	4	760	21898680	3.47053e-05
contig-1085000000	31	99	0	0	4	396	21898680	1.80833e-05
contig-835000003	31	192	0	0	6	1152	21898680	5.26059e-05
contig-1086000000	31	99	0	0	2	198	21898680	9.04164e-06
contig-852000001	31	186	0	0	4	744	21898680	3.39747e-05
contig-876000002	31	190	0	0	4	760	21898680	3.47053e-05
contig-1087000000	31	99	0	0	2	198	21898680	9.04164e-06
contig-836000003	31	191	0	0	4	764	21898680	3.48879e-05
contig-1088000000	31	98	0	0	2	196	21898680	8.95031e-06
contig-853000001	31	185	0	0	2	370	21898680	1.6896e-05
contig-877000002	31	190	0	0	2	380	21898680	1.73526e-05
contig-837000003	31	191	0	0	2	382	21898680	1.7444e-05
contig-1089000000	31	98	0	0	2	196	21898680	8.95031e-06
contig-854000001	31	185	0	0	4	740	21898680	3.3792e-05
contig-878000002	31	190	0	0	2	380	21898680	1.73526e-05
contig-1090000000	31	98	0	0	4	392	21898680	1.79006e-05
contig-838000003	31	191	0	0	2	382	21898680	1.7444e-05
contig-1091000000	31	98	0	0	2	196	21898680	8.95031e-06
contig-855000001	31	184	0	0	2	368	21898680	1.68047e-05
contig-879000002	31	189	0	0	2	378	21898680	1.72613e-05
contig-839000003	31	200	0	0	6	1200	21898680	5.47978e-05
contig-1092000000	31	98	0	0	2	196	21898680	8.95031e-06
contig-856000001	31	184	0	0	2	368	21898680	1.68047e-05
contig-880000002	31	189	0	0	4	756	21898680	3.45226e-05
contig-840000003	31	190	0	0	2	380	21898680	1.73526e-05
contig-1093000000	31	98	0	0	2	196	21898680	8.95031e-06
contig-857000001	31	184	0	0	2	368	21898680	1.68047e-05
contig-881000002	31	222	0	0	8	1776	21898680	8.11008e-05
contig-1094000000	31	98	0	0	2	196	21898680	8.95031e-06
contig-841000003	31	190	0	0	5	950	21898680	4.33816e-05
contig-1095000000	31	97	0	0	2	194	21898680	8.85898e-06
contig-858000001	31	183	0	0	4	732	21898680	3.34267e-05
contig-882000002	31	189	0	0	3	567	21898680	2.5892e-05
contig-842000003	31	190	0	0	4	760	21898680	3.47053e-05
contig-1096000000	31	97	0	0	2	194	21898680	8.85898e-06
contig-859000001	31	183	0	0	2	366	21898680	1.67133e-05
contig-883000002	31	189	0	0	2	378	21898680	1.72613e-05
contig-1097000000	31	96	0	0	2	192	21898680	8.76765e-06
contig-843000003	31	189	0	0	4	756	21898680	3.45226e-05
contig-1098000000	31	96	0	0	2	192	21898680	8.76765e-06
contig-860000001	31	183	0	0	2	366	21898680	1.67133e-05
contig-884000002	31	188	0	0	2	376	21898680	1.717e-05
contig-844000003	31	189	0	0	2	378	21898680	1.72613e-05
contig-1099000000	31	96	0	0	4	384	21898680	1.75353e-05
contig-861000001	31	182	0	0	2	364	21898680	1.6622e-05
contig-885000002	31	188	0	0	2	376	21898680	1.717e-05
contig-1100000000	31	95	0	0	2	190	21898680	8.67632e-06
contig-845000003	31	189	0	0	2	378	21898680	1.72613e-05
contig-862000001	31	182	0	0	4	728	21898680	3.3244e-05
contig-886000002	31	188	0	0	2	376	21898680	1.717e-05
contig-846000003	31	189	0	0	4	756	21898680	3.45226e-05
contig-1101000000	31	95	0	0	2	190	21898680	8.67632e-06
contig-863000001	31	182	0	0	2	364	21898680	1.6622e-05
contig-887000002	31	188	0	0	6	1128	21898680	5.151e-05
contig-1102000000	31	95	0	0	2	190	21898680	8.67632e-06
contig-847000003	31	189	0	0	4	756	21898680	3.45226e-05
contig-888000002	31	188	0	0	2	376	21898680	1.717e-05
contig-864000001	31	181	0	0	2	362	21898680	1.65307e-05
contig-848000003	31	188	0	0	2	376	21898680	1.717e-05
contig-1103000000	31	94	0	0	2	188	21898680	8.58499e-06
contig-865000001	31	181	0	0	2	362	21898680	1.65307e-05
contig-889000002	31	188	0	0	2	376	21898680	1.717e-05
contig-849000003	31	188	0	0	2	376	21898680	1.717e-05
contig-1104000000	31	93	0	0	2	186	21898680	8.49366e-06
contig-866000001	31	181	0	0	2	362	21898680	1.65307e-05
contig-890000002	31	187	0	0	2	374	21898680	1.70787e-05
contig-850000003	31	188	0	0	2	376	21898680	1.717e-05
contig-867000001	31	181	0	0	2	362	21898680	1.65307e-05
contig-891000002	31	187	0	0	4	748	21898680	3.41573e-05
contig-851000003	31	220	0	0	4	880	21898680	4.01851e-05
contig-892000002	31	187	0	0	2	374	21898680	1.70787e-05
contig-868000001	31	180	0	0	2	360	21898680	1.64393e-05
contig-852000003	31	187	0	0	4	748	21898680	3.41573e-05
contig-869000001	31	180	0	0	2	360	21898680	1.64393e-05
contig-893000002	31	187	0	0	2	374	21898680	1.70787e-05
contig-853000003	31	187	0	0	2	374	21898680	1.70787e-05
contig-870000001	31	180	0	0	4	720	21898680	3.28787e-05
contig-894000002	31	186	0	0	3	558	21898680	2.5481e-05
contig-854000003	31	187	0	0	4	748	21898680	3.41573e-05
contig-871000001	31	180	0	0	2	360	21898680	1.64393e-05
contig-895000002	31	186	0	0	2	372	21898680	1.69873e-05
contig-855000003	31	187	0	0	2	374	21898680	1.70787e-05
contig-872000001	31	179	0	0	2	358	21898680	1.6348e-05
contig-896000002	31	186	0	0	4	744	21898680	3.39747e-05
contig-856000003	31	187	0	0	3	561	21898680	2.5618e-05
contig-873000001	31	179	0	0	2	358	21898680	1.6348e-05
contig-897000002	31	186	0	0	2	372	21898680	1.69873e-05
contig-857000003	31	187	0	0	2	374	21898680	1.70787e-05
contig-874000001	31	179	0	0	2	358	21898680	1.6348e-05
contig-898000002	31	185	0	0	4	740	21898680	3.3792e-05
contig-858000003	31	187	0	0	2	374	21898680	1.70787e-05
contig-875000001	31	187	0	0	8	1496	21898680	6.83146e-05
contig-899000002	31	185	0	0	2	370	21898680	1.6896e-05
contig-859000003	31	187	0	0	2	374	21898680	1.70787e-05
contig-876000001	31	183	0	0	9	1647	21898680	7.521e-05
contig-900000002	31	226	0	0	4	904	21898680	4.1281e-05
contig-860000003	31	187	0	0	2	374	21898680	1.70787e-05
contig-1105000000	31	5394	0	0	10	53940	21898680	0.00246316
contig-901000002	31	185	0	0	3	555	21898680	2.5344e-05
contig-877000001	31	325	0	0	3	975	21898680	4.45232e-05
contig-861000003	31	187	0	0	2	374	21898680	1.70787e-05
contig-902000002	31	185	0	0	2	370	21898680	1.6896e-05
contig-878000001	31	179	0	0	4	716	21898680	3.2696e-05
contig-862000003	31	186	0	0	2	372	21898680	1.69873e-05
contig-903000002	31	184	0	0	2	368	21898680	1.68047e-05
contig-879000001	31	179	0	0	2	358	21898680	1.6348e-05
contig-863000003	31	188	0	0	7	1316	21898680	6.00949e-05
contig-904000002	31	184	0	0	2	368	21898680	1.68047e-05
contig-880000001	31	179	0	0	3	537	21898680	2.4522e-05
contig-864000003	31	186	0	0	2	372	21898680	1.69873e-05
contig-881000001	31	179	0	0	2	358	21898680	1.6348e-05
contig-905000002	31	184	0	0	2	368	21898680	1.68047e-05
contig-865000003	31	186	0	0	2	372	21898680	1.69873e-05
contig-882000001	31	178	0	0	2	356	21898680	1.62567e-05
contig-906000002	31	220	0	0	7	1540	21898680	7.03239e-05
contig-866000003	31	186	0	0	2	372	21898680	1.69873e-05
contig-883000001	31	178	0	0	2	356	21898680	1.62567e-05
contig-907000002	31	183	0	0	2	366	21898680	1.67133e-05
contig-867000003	31	186	0	0	2	372	21898680	1.69873e-05
contig-884000001	31	178	0	0	2	356	21898680	1.62567e-05
contig-908000002	31	183	0	0	2	366	21898680	1.67133e-05
contig-868000003	31	185	0	0	2	370	21898680	1.6896e-05
contig-909000002	31	183	0	0	2	366	21898680	1.67133e-05
contig-885000001	31	178	0	0	5	890	21898680	4.06417e-05
contig-869000003	31	185	0	0	2	370	21898680	1.6896e-05
contig-886000001	31	178	0	0	4	712	21898680	3.25134e-05
contig-910000002	31	193	0	0	10	1930	21898680	8.81332e-05
contig-870000003	31	185	0	0	2	370	21898680	1.6896e-05
contig-887000001	31	178	0	0	4	712	21898680	3.25134e-05
contig-911000002	31	182	0	0	2	364	21898680	1.6622e-05
contig-871000003	31	185	0	0	2	370	21898680	1.6896e-05
contig-888000001	31	177	0	0	2	354	21898680	1.61654e-05
contig-912000002	31	182	0	0	2	364	21898680	1.6622e-05
contig-872000003	31	185	0	0	2	370	21898680	1.6896e-05
contig-889000001	31	177	0	0	2	354	21898680	1.61654e-05
contig-913000002	31	369	0	0	11	4059	21898680	0.000185354
contig-873000003	31	295	0	0	6	1770	21898680	8.08268e-05
contig-890000001	31	177	0	0	4	708	21898680	3.23307e-05
contig-914000002	31	182	0	0	2	364	21898680	1.6622e-05
contig-874000003	31	185	0	0	4	740	21898680	3.3792e-05
contig-891000001	31	177	0	0	2	354	21898680	1.61654e-05
contig-915000002	31	182	0	0	2	364	21898680	1.6622e-05
contig-875000003	31	184	0	0	2	368	21898680	1.68047e-05
contig-892000001	31	176	0	0	2	352	21898680	1.6074e-05
contig-916000002	31	181	0	0	2	362	21898680	1.65307e-05
contig-876000003	31	220	0	0	7	1540	21898680	7.03239e-05
contig-893000001	31	176	0	0	4	704	21898680	3.21481e-05
contig-917000002	31	180	0	0	2	360	21898680	1.64393e-05
contig-877000003	31	184	0	0	4	736	21898680	3.36093e-05
contig-918000002	31	180	0	0	2	360	21898680	1.64393e-05
contig-878000003	31	184	0	0	2	368	21898680	1.68047e-05
contig-919000002	31	180	0	0	2	360	21898680	1.64393e-05
contig-894000001	31	972	0	0	6	5832	21898680	0.000266317
contig-879000003	31	183	0	0	4	732	21898680	3.34267e-05
contig-895000001	31	175	0	0	2	350	21898680	1.59827e-05
contig-920000002	31	180	0	0	4	720	21898680	3.28787e-05
contig-880000003	31	183	0	0	4	732	21898680	3.34267e-05
contig-896000001	31	175	0	0	2	350	21898680	1.59827e-05
contig-921000002	31	180	0	0	2	360	21898680	1.64393e-05
contig-881000003	31	183	0	0	3	549	21898680	2.507e-05
contig-897000001	31	174	0	0	2	348	21898680	1.58914e-05
contig-922000002	31	179	0	0	2	358	21898680	1.6348e-05
contig-882000003	31	183	0	0	2	366	21898680	1.67133e-05
contig-898000001	31	174	0	0	2	348	21898680	1.58914e-05
contig-923000002	31	179	0	0	2	358	21898680	1.6348e-05
contig-883000003	31	182	0	0	2	364	21898680	1.6622e-05
contig-899000001	31	174	0	0	3	522	21898680	2.38371e-05
contig-924000002	31	179	0	0	4	716	21898680	3.2696e-05
contig-884000003	31	182	0	0	2	364	21898680	1.6622e-05
contig-925000002	31	179	0	0	3	537	21898680	2.4522e-05
contig-900000001	31	174	0	0	2	348	21898680	1.58914e-05
contig-885000003	31	185	0	0	16	2960	21898680	0.000135168
contig-926000002	31	179	0	0	2	358	21898680	1.6348e-05
contig-901000001	31	173	0	0	2	346	21898680	1.58e-05
contig-886000003	31	182	0	0	2	364	21898680	1.6622e-05
contig-927000002	31	179	0	0	2	358	21898680	1.6348e-05
contig-902000001	31	173	0	0	4	692	21898680	3.16001e-05
contig-887000003	31	181	0	0	2	362	21898680	1.65307e-05
contig-928000002	31	179	0	0	2	358	21898680	1.6348e-05
contig-903000001	31	173	0	0	2	346	21898680	1.58e-05
contig-929000002	31	220	0	0	4	880	21898680	4.01851e-05
contig-888000003	31	459	0	0	6	2754	21898680	0.000125761
contig-904000001	31	173	0	0	2	346	21898680	1.58e-05
contig-930000002	31	178	0	0	6	1068	21898680	4.87701e-05
contig-889000003	31	180	0	0	4	720	21898680	3.28787e-05
contig-931000002	31	178	0	0	2	356	21898680	1.62567e-05
contig-905000001	31	173	0	0	2	346	21898680	1.58e-05
contig-890000003	31	180	0	0	2	360	21898680	1.64393e-05
contig-932000002	31	220	0	0	4	880	21898680	4.01851e-05
contig-906000001	31	172	0	0	2	344	21898680	1.57087e-05
contig-891000003	31	180	0	0	2	360	21898680	1.64393e-05
contig-933000002	31	178	0	0	2	356	21898680	1.62567e-05
contig-907000001	31	172	0	0	2	344	21898680	1.57087e-05
contig-892000003	31	226	0	0	6	1356	21898680	6.19215e-05
contig-934000002	31	177	0	0	2	354	21898680	1.61654e-05
contig-908000001	31	172	0	0	2	344	21898680	1.57087e-05
contig-893000003	31	179	0	0	2	358	21898680	1.6348e-05
contig-935000002	31	177	0	0	2	354	21898680	1.61654e-05
contig-909000001	31	171	0	0	2	342	21898680	1.56174e-05
contig-894000003	31	179	0	0	2	358	21898680	1.6348e-05
contig-910000001	31	171	0	0	4	684	21898680	3.12348e-05
contig-936000002	31	176	0	0	2	352	21898680	1.6074e-05
contig-895000003	31	190	0	0	8	1520	21898680	6.94106e-05
contig-911000001	31	171	0	0	2	342	21898680	1.56174e-05
contig-937000002	31	176	0	0	2	352	21898680	1.6074e-05
contig-896000003	31	179	0	0	2	358	21898680	1.6348e-05
contig-938000002	31	176	0	0	4	704	21898680	3.21481e-05
contig-912000001	31	171	0	0	4	684	21898680	3.12348e-05
contig-897000003	31	178	0	0	2	356	21898680	1.62567e-05
contig-939000002	31	175	0	0	2	350	21898680	1.59827e-05
contig-913000001	31	170	0	0	2	340	21898680	1.5526e-05
contig-898000003	31	178	0	0	2	356	21898680	1.62567e-05
contig-914000001	31	170	0	0	4	680	21898680	3.10521e-05
contig-940000002	31	642	0	0	5	3210	21898680	0.000146584
contig-899000003	31	178	0	0	2	356	21898680	1.62567e-05
contig-915000001	31	169	0	0	2	338	21898680	1.54347e-05
contig-941000002	31	174	0	0	4	696	21898680	3.17827e-05
contig-900000003	31	178	0	0	2	356	21898680	1.62567e-05
contig-916000001	31	169	0	0	2	338	21898680	1.54347e-05
contig-942000002	31	174	0	0	2	348	21898680	1.58914e-05
contig-901000003	31	178	0	0	2	356	21898680	1.62567e-05
contig-917000001	31	169	0	0	2	338	21898680	1.54347e-05
contig-943000002	31	173	0	0	2	346	21898680	1.58e-05
contig-902000003	31	177	0	0	2	354	21898680	1.61654e-05
contig-918000001	31	169	0	0	2	338	21898680	1.54347e-05
contig-944000002	31	173	0	0	2	346	21898680	1.58e-05
contig-903000003	31	177	0	0	2	354	21898680	1.61654e-05
contig-945000002	31	173	0	0	6	1038	21898680	4.74001e-05
contig-919000001	31	238	0	0	2	476	21898680	2.17365e-05
contig-904000003	31	177	0	0	2	354	21898680	1.61654e-05
contig-920000001	31	168	0	0	4	672	21898680	3.06868e-05
contig-946000002	31	172	0	0	3	516	21898680	2.35631e-05
contig-905000003	31	177	0	0	6	1062	21898680	4.84961e-05
contig-947000002	31	172	0	0	4	688	21898680	3.14174e-05
contig-921000001	31	168	0	0	2	336	21898680	1.53434e-05
contig-906000003	31	177	0	0	4	708	21898680	3.23307e-05
contig-948000002	31	172	0	0	2	344	21898680	1.57087e-05
contig-922000001	31	168	0	0	2	336	21898680	1.53434e-05
contig-907000003	31	177	0	0	4	708	21898680	3.23307e-05
contig-923000001	31	167	0	0	2	334	21898680	1.52521e-05
contig-949000002	31	171	0	0	2	342	21898680	1.56174e-05
contig-908000003	31	176	0	0	2	352	21898680	1.6074e-05
contig-950000002	31	170	0	0	2	340	21898680	1.5526e-05
contig-924000001	31	167	0	0	2	334	21898680	1.52521e-05
contig-909000003	31	216	0	0	6	1296	21898680	5.91816e-05
contig-951000002	31	170	0	0	2	340	21898680	1.5526e-05
contig-925000001	31	167	0	0	4	668	21898680	3.05041e-05
contig-910000003	31	176	0	0	2	352	21898680	1.6074e-05
contig-926000001	31	167	0	0	4	668	21898680	3.05041e-05
contig-952000002	31	170	0	0	2	340	21898680	1.5526e-05
contig-911000003	31	192	0	0	11	2112	21898680	9.64442e-05
contig-953000002	31	170	0	0	2	340	21898680	1.5526e-05
contig-927000001	31	166	0	0	2	332	21898680	1.51607e-05
contig-912000003	31	175	0	0	3	525	21898680	2.3974e-05
contig-954000002	31	169	0	0	4	676	21898680	3.08694e-05
contig-928000001	31	166	0	0	2	332	21898680	1.51607e-05
contig-913000003	31	174	0	0	2	348	21898680	1.58914e-05
contig-955000002	31	169	0	0	2	338	21898680	1.54347e-05
contig-929000001	31	165	0	0	3	495	21898680	2.26041e-05
contig-914000003	31	444	0	0	10	4440	21898680	0.000202752
contig-956000002	31	169	0	0	2	338	21898680	1.54347e-05
contig-930000001	31	165	0	0	2	330	21898680	1.50694e-05
contig-915000003	31	173	0	0	4	692	21898680	3.16001e-05
contig-957000002	31	169	0	0	2	338	21898680	1.54347e-05
contig-931000001	31	165	0	0	4	660	21898680	3.01388e-05
contig-916000003	31	173	0	0	2	346	21898680	1.58e-05
contig-958000002	31	168	0	0	4	672	21898680	3.06868e-05
contig-917000003	31	173	0	0	4	692	21898680	3.16001e-05
contig-959000002	31	168	0	0	2	336	21898680	1.53434e-05
contig-960000002	31	171	0	0	8	1368	21898680	6.24695e-05
contig-932000001	31	912	0	0	18	16416	21898680	0.000749634
contig-918000003	31	482	0	0	6	2892	21898680	0.000132063
contig-961000002	31	166	0	0	2	332	21898680	1.51607e-05
contig-933000001	31	164	0	0	2	328	21898680	1.49781e-05
contig-919000003	31	172	0	0	2	344	21898680	1.57087e-05
contig-962000002	31	165	0	0	2	330	21898680	1.50694e-05
contig-934000001	31	163	0	0	2	326	21898680	1.48867e-05
contig-920000003	31	172	0	0	6	1032	21898680	4.71261e-05
contig-935000001	31	163	0	0	6	978	21898680	4.46602e-05
contig-963000002	31	165	0	0	2	330	21898680	1.50694e-05
contig-921000003	31	171	0	0	2	342	21898680	1.56174e-05
contig-936000001	31	163	0	0	2	326	21898680	1.48867e-05
contig-964000002	31	165	0	0	2	330	21898680	1.50694e-05
contig-922000003	31	170	0	0	2	340	21898680	1.5526e-05
contig-937000001	31	162	0	0	2	324	21898680	1.47954e-05
contig-965000002	31	165	0	0	2	330	21898680	1.50694e-05
contig-923000003	31	169	0	0	2	338	21898680	1.54347e-05
contig-966000002	31	164	0	0	4	656	21898680	2.99561e-05
contig-938000001	31	471	0	0	2	942	21898680	4.30163e-05
contig-924000003	31	169	0	0	2	338	21898680	1.54347e-05
contig-967000002	31	164	0	0	4	656	21898680	2.99561e-05
contig-939000001	31	177	0	0	9	1593	21898680	7.27441e-05
contig-925000003	31	169	0	0	2	338	21898680	1.54347e-05
contig-968000002	31	163	0	0	2	326	21898680	1.48867e-05
contig-940000001	31	162	0	0	7	1134	21898680	5.17839e-05
contig-926000003	31	168	0	0	2	336	21898680	1.53434e-05
contig-969000002	31	163	0	0	2	326	21898680	1.48867e-05
contig-941000001	31	161	0	0	2	322	21898680	1.47041e-05
contig-927000003	31	168	0	0	2	336	21898680	1.53434e-05
contig-942000001	31	161	0	0	2	322	21898680	1.47041e-05
contig-970000002	31	210	0	0	4	840	21898680	3.83585e-05
contig-928000003	31	167	0	0	2	334	21898680	1.52521e-05
contig-943000001	31	161	0	0	2	322	21898680	1.47041e-05
contig-971000002	31	182	0	0	13	2366	21898680	0.000108043
contig-929000003	31	167	0	0	2	334	21898680	1.52521e-05
contig-944000001	31	161	0	0	4	644	21898680	2.94082e-05
contig-972000002	31	162	0	0	2	324	21898680	1.47954e-05
contig-930000003	31	167	0	0	2	334	21898680	1.52521e-05
contig-973000002	31	162	0	0	4	648	21898680	2.95908e-05
contig-945000001	31	160	0	0	2	320	21898680	1.46128e-05
contig-931000003	31	167	0	0	3	501	21898680	2.28781e-05
contig-974000002	31	161	0	0	2	322	21898680	1.47041e-05
contig-946000001	31	160	0	0	2	320	21898680	1.46128e-05
contig-932000003	31	167	0	0	4	668	21898680	3.05041e-05
contig-975000002	31	161	0	0	2	322	21898680	1.47041e-05
contig-947000001	31	160	0	0	4	640	21898680	2.92255e-05
contig-933000003	31	167	0	0	2	334	21898680	1.52521e-05
contig-976000002	31	160	0	0	2	320	21898680	1.46128e-05
contig-948000001	31	160	0	0	2	320	21898680	1.46128e-05
contig-934000003	31	166	0	0	2	332	21898680	1.51607e-05
contig-977000002	31	160	0	0	2	320	21898680	1.46128e-05
contig-949000001	31	160	0	0	2	320	21898680	1.46128e-05
contig-935000003	31	166	0	0	4	664	21898680	3.03215e-05
contig-978000002	31	160	0	0	6	960	21898680	4.38383e-05
contig-950000001	31	160	0	0	2	320	21898680	1.46128e-05
