locus_tag	ftype	length_bp	gene	EC_number	COG	product
POBNIBBE_01152	CDS	534				hypothetical protein
POBNIBBE_01153	CDS	1464				hypothetical protein
POBNIBBE_01154	CDS	240				hypothetical protein
POBNIBBE_01155	CDS	723				hypothetical protein
POBNIBBE_01156	CDS	753	glcR		COG1349	HTH-type transcriptional repressor GlcR
POBNIBBE_01157	CDS	555	yhgF_1		COG2183	Protein YhgF
POBNIBBE_01158	CDS	462				Protein SprT-like protein
POBNIBBE_01159	CDS	123				hypothetical protein
POBNIBBE_01160	tRNA	75				tRNA-Asn(gtt)
POBNIBBE_01161	tRNA	93				tRNA-Ser(gct)
POBNIBBE_01162	tRNA	69				tRNA-Glu(ttc)
POBNIBBE_01163	CDS	747	dctA		COG1301	C4-dicarboxylate transport protein
POBNIBBE_01164	CDS	219				hypothetical protein
POBNIBBE_01165	CDS	144				hypothetical protein
POBNIBBE_01166	CDS	1095	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
POBNIBBE_01167	CDS	528				hypothetical protein
POBNIBBE_01168	CDS	597	acp			Sodium/proton-dependent alanine carrier protein
POBNIBBE_01169	CDS	462			COG0640	HTH-type transcriptional regulator
POBNIBBE_01170	CDS	345				hypothetical protein
POBNIBBE_01171	CDS	333				hypothetical protein
POBNIBBE_01172	CDS	903				hypothetical protein
POBNIBBE_01173	CDS	405				hypothetical protein
POBNIBBE_01174	CDS	903				hypothetical protein
POBNIBBE_01175	CDS	243	ytmB			putative protein YtmB
POBNIBBE_01176	CDS	120				hypothetical protein
POBNIBBE_01177	CDS	654				hypothetical protein
POBNIBBE_01178	CDS	570		2.8.1.-	COG0607	Sulfurtransferase
POBNIBBE_01179	CDS	1137	gloC_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
POBNIBBE_01180	CDS	213				hypothetical protein
POBNIBBE_01181	CDS	453	fur		COG0735	Ferric uptake regulation protein
POBNIBBE_01182	CDS	663	spoIIM		COG1300	Stage II sporulation protein M
POBNIBBE_01183	CDS	165				hypothetical protein
POBNIBBE_01184	CDS	1044	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
POBNIBBE_01185	CDS	378				hypothetical protein
POBNIBBE_01186	CDS	756	feoB_2		COG0370	Fe(2+) transporter FeoB
POBNIBBE_01187	CDS	222	feoA		COG1918	Putative Fe(2+) transport protein A
POBNIBBE_01188	CDS	258				hypothetical protein
POBNIBBE_01189	CDS	387				hypothetical protein
POBNIBBE_01190	CDS	717		3.4.21.-		putative CtpA-like serine protease
POBNIBBE_01191	CDS	894				hypothetical protein
POBNIBBE_01192	CDS	1818	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
POBNIBBE_01193	CDS	342	yhaI			putative protein YhaI
POBNIBBE_01194	CDS	393	hpr_1		COG1846	HTH-type transcriptional regulator Hpr
POBNIBBE_01195	CDS	207	hpr_2		COG1846	HTH-type transcriptional regulator Hpr
POBNIBBE_01196	CDS	189				hypothetical protein
POBNIBBE_01197	CDS	1074	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
POBNIBBE_01198	CDS	1176	carB	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific large chain
POBNIBBE_01199	CDS	294				hypothetical protein
POBNIBBE_01200	CDS	591	mecB		COG4862	Adapter protein MecA 2
POBNIBBE_01201	CDS	627	ypbG		COG1408	putative protein YpbG
POBNIBBE_01202	CDS	453	lytE	3.4.-.-		putative peptidoglycan endopeptidase LytE
POBNIBBE_01203	CDS	396	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
POBNIBBE_01204	CDS	234				hypothetical protein
POBNIBBE_01205	CDS	360	yugI		COG1098	General stress protein 13
POBNIBBE_01206	CDS	939	dosC	2.7.7.65		Diguanylate cyclase DosC
POBNIBBE_01207	CDS	453				hypothetical protein
POBNIBBE_01208	CDS	477				hypothetical protein
POBNIBBE_01209	CDS	288	ald_1	1.4.1.1		Alanine dehydrogenase
POBNIBBE_01210	CDS	765	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
POBNIBBE_01211	CDS	141				hypothetical protein
POBNIBBE_01212	CDS	654				hypothetical protein
POBNIBBE_01213	CDS	489				hypothetical protein
POBNIBBE_01214	CDS	966	pstS			Phosphate-binding protein PstS
POBNIBBE_01215	CDS	234	purK_2	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
POBNIBBE_01216	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
POBNIBBE_01217	CDS	444				hypothetical protein
POBNIBBE_01218	rRNA	112				5S ribosomal RNA
POBNIBBE_01219	CDS	1071	ctaC	1.9.3.1		Cytochrome c oxidase subunit 2
POBNIBBE_01220	CDS	468	ctaB2	2.5.1.-	COG0109	Protoheme IX farnesyltransferase 2
POBNIBBE_01221	CDS	384	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
POBNIBBE_01222	CDS	252	swrD		COG1582	Swarming motility protein SwrD
POBNIBBE_01223	CDS	429				hypothetical protein
POBNIBBE_01224	CDS	645				hypothetical protein
POBNIBBE_01225	CDS	1479	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
POBNIBBE_01226	CDS	756	ywmB			putative protein YwmB
POBNIBBE_01227	CDS	240				hypothetical protein
POBNIBBE_01228	CDS	729	glvR_2		COG1737	HTH-type transcriptional regulator GlvR
POBNIBBE_01229	CDS	447				hypothetical protein
POBNIBBE_01230	CDS	261				hypothetical protein
POBNIBBE_01231	CDS	747				hypothetical protein
POBNIBBE_01232	CDS	615	sodA_1	1.15.1.1		Superoxide dismutase [Mn]
POBNIBBE_01233	CDS	249	yaaH_1		COG3858	Spore germination protein YaaH
POBNIBBE_01234	CDS	1275	serS	6.1.1.11		Serine--tRNA ligase
POBNIBBE_01235	CDS	1275				hypothetical protein
POBNIBBE_01236	CDS	738				hypothetical protein
POBNIBBE_01237	CDS	447	hrp1			Hypoxic response protein 1
POBNIBBE_01238	CDS	279				hypothetical protein
POBNIBBE_01239	CDS	717				hypothetical protein
POBNIBBE_01240	CDS	330				hypothetical protein
POBNIBBE_01241	CDS	228	yhbY		COG1534	RNA-binding protein YhbY
POBNIBBE_01242	CDS	651	nadD	2.7.7.18		putative nicotinate-nucleotide adenylyltransferase
POBNIBBE_01243	CDS	540				hypothetical protein
POBNIBBE_01244	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
POBNIBBE_01245	CDS	219				hypothetical protein
POBNIBBE_01246	CDS	642				hypothetical protein
POBNIBBE_01247	CDS	123				hypothetical protein
POBNIBBE_01248	CDS	165				hypothetical protein
POBNIBBE_01249	CDS	189				hypothetical protein
POBNIBBE_01250	CDS	216				hypothetical protein
POBNIBBE_01251	CDS	771				hypothetical protein
POBNIBBE_01252	CDS	156				hypothetical protein
POBNIBBE_01253	CDS	633				hypothetical protein
POBNIBBE_01254	CDS	309	aer		COG0840	Aerotaxis receptor
POBNIBBE_01255	CDS	774				hypothetical protein
POBNIBBE_01256	CDS	1437				hypothetical protein
POBNIBBE_01257	CDS	549	cotE			Spore coat protein E
POBNIBBE_01258	CDS	432	ymcA		COG4550	putative protein YmcA
POBNIBBE_01259	CDS	486	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
POBNIBBE_01260	CDS	288	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
POBNIBBE_01261	CDS	225				hypothetical protein
POBNIBBE_01262	CDS	378				hypothetical protein
POBNIBBE_01263	CDS	582				hypothetical protein
POBNIBBE_01264	CDS	306		4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
POBNIBBE_01265	CDS	240	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
POBNIBBE_01266	CDS	522	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
POBNIBBE_01267	CDS	507				hypothetical protein
POBNIBBE_01268	CDS	288				hypothetical protein
POBNIBBE_01269	CDS	309				hypothetical protein
POBNIBBE_01270	CDS	216				hypothetical protein
POBNIBBE_01271	CDS	453				hypothetical protein
POBNIBBE_01272	CDS	1236				hypothetical protein
POBNIBBE_01273	CDS	861	kstR2_2			HTH-type transcriptional repressor KstR2
POBNIBBE_01274	CDS	264				hypothetical protein
POBNIBBE_01275	CDS	372		3.1.1.23		Thermostable monoacylglycerol lipase
POBNIBBE_01276	CDS	414				hypothetical protein
POBNIBBE_01277	CDS	516	gph	3.1.3.18		Phosphoglycolate phosphatase
POBNIBBE_01278	CDS	141	sda			Sporulation inhibitor sda
POBNIBBE_01279	CDS	372				hypothetical protein
POBNIBBE_01280	CDS	195				hypothetical protein
POBNIBBE_01281	CDS	312				hypothetical protein
POBNIBBE_01282	CDS	429				hypothetical protein
POBNIBBE_01283	CDS	183				hypothetical protein
POBNIBBE_01284	CDS	387				hypothetical protein
POBNIBBE_01285	CDS	804				hypothetical protein
POBNIBBE_01286	CDS	276	yutD		COG4470	putative protein YutD
POBNIBBE_01287	CDS	285				hypothetical protein
POBNIBBE_01288	CDS	270				hypothetical protein
POBNIBBE_01289	CDS	471				hypothetical protein
POBNIBBE_01290	CDS	228				hypothetical protein
POBNIBBE_01291	CDS	219				hypothetical protein
POBNIBBE_01292	CDS	243	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
POBNIBBE_01293	CDS	702				hypothetical protein
POBNIBBE_01294	CDS	576				hypothetical protein
POBNIBBE_01295	CDS	372				hypothetical protein
POBNIBBE_01296	CDS	375	gerM		COG5401	Spore germination protein GerM
POBNIBBE_01297	CDS	774	rph	2.7.7.56	COG0689	Ribonuclease PH
POBNIBBE_01298	CDS	198				hypothetical protein
POBNIBBE_01299	CDS	216				hypothetical protein
POBNIBBE_01300	CDS	678		3.1.1.1	COG2272	Carboxylesterase
POBNIBBE_01301	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
POBNIBBE_01302	CDS	525	rocR_1		COG3829	Arginine utilization regulatory protein RocR
POBNIBBE_01303	CDS	129	rocC_1		COG0833	Amino-acid permease RocC
POBNIBBE_01304	CDS	246	rocC_2		COG0833	Amino-acid permease RocC
POBNIBBE_01305	CDS	504	rocC_3		COG0833	Amino-acid permease RocC
POBNIBBE_01306	CDS	243				hypothetical protein
POBNIBBE_01307	CDS	510				hypothetical protein
POBNIBBE_01308	CDS	738				hypothetical protein
POBNIBBE_01309	CDS	213				hypothetical protein
POBNIBBE_01310	CDS	465				hypothetical protein
POBNIBBE_01311	CDS	738				hypothetical protein
POBNIBBE_01312	CDS	426	mntR		COG1321	Transcriptional regulator MntR
POBNIBBE_01313	CDS	258	splG	4.1.99.14		Spore photoproduct lyase
POBNIBBE_01314	CDS	141				hypothetical protein
POBNIBBE_01315	CDS	510				hypothetical protein
POBNIBBE_01316	CDS	288				hypothetical protein
POBNIBBE_01317	CDS	207				hypothetical protein
POBNIBBE_01318	CDS	93				hypothetical protein
POBNIBBE_01319	CDS	207				hypothetical protein
POBNIBBE_01320	CDS	375	rtp			Replication termination protein
POBNIBBE_01321	CDS	138	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
POBNIBBE_01322	CDS	408				hypothetical protein
POBNIBBE_01323	CDS	1158	lysDH	1.4.1.18		Lysine 6-dehydrogenase
POBNIBBE_01324	CDS	258	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
POBNIBBE_01325	CDS	960				hypothetical protein
POBNIBBE_01326	CDS	204				hypothetical protein
POBNIBBE_01327	CDS	834				hypothetical protein
POBNIBBE_01328	CDS	780				hypothetical protein
POBNIBBE_01329	CDS	360	yvyC		COG1334	putative protein YvyC
POBNIBBE_01330	CDS	129				hypothetical protein
POBNIBBE_01331	CDS	387				hypothetical protein
POBNIBBE_01332	CDS	261				hypothetical protein
POBNIBBE_01333	CDS	606	ramA	3.5.1.100		(R)-stereoselective amidase
POBNIBBE_01334	CDS	819	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
POBNIBBE_01335	CDS	1338	pbpG		COG0744	Penicillin-binding protein 2D
POBNIBBE_01336	CDS	210				hypothetical protein
POBNIBBE_01337	CDS	1113	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
POBNIBBE_01338	CDS	684				hypothetical protein
POBNIBBE_01339	CDS	180				hypothetical protein
POBNIBBE_01340	CDS	558	ykvT		COG3773	putative protein YkvT
POBNIBBE_01341	CDS	393				hypothetical protein
POBNIBBE_01342	CDS	477				hypothetical protein
POBNIBBE_01343	CDS	573				hypothetical protein
POBNIBBE_01344	CDS	210				hypothetical protein
POBNIBBE_01345	CDS	117	glgC_1	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
POBNIBBE_01346	CDS	171	glgC_2	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
POBNIBBE_01347	CDS	309	glgC_3	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
POBNIBBE_01348	CDS	492	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
POBNIBBE_01349	CDS	189	cheB	3.1.1.61	COG2201	Chemotaxis response regulator protein-glutamate methylesterase
POBNIBBE_01350	CDS	501				hypothetical protein
POBNIBBE_01351	CDS	378				hypothetical protein
POBNIBBE_01352	CDS	264				hypothetical protein
POBNIBBE_01353	CDS	528				hypothetical protein
POBNIBBE_01354	CDS	729	cotSA	2.4.-.-	COG0438	Spore coat protein SA
POBNIBBE_01355	CDS	237	rpsR			30S ribosomal protein S18
POBNIBBE_01356	CDS	495	ssbA		COG0629	Single-stranded DNA-binding protein A
POBNIBBE_01357	CDS	288	rpsF		COG0360	30S ribosomal protein S6
POBNIBBE_01358	CDS	246				hypothetical protein
POBNIBBE_01359	CDS	210				hypothetical protein
POBNIBBE_01360	CDS	447	nsrR		COG1959	HTH-type transcriptional repressor NsrR
POBNIBBE_01361	CDS	219				hypothetical protein
POBNIBBE_01362	CDS	264	spoIIID			Stage III sporulation protein D
POBNIBBE_01363	CDS	363				hypothetical protein
POBNIBBE_01364	CDS	453	folP	2.5.1.15		Dihydropteroate synthase
POBNIBBE_01365	CDS	336	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
POBNIBBE_01366	CDS	528	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
POBNIBBE_01367	CDS	222	sinR		COG1396	HTH-type transcriptional regulator SinR
POBNIBBE_01368	CDS	396	hslO		COG1281	33 kDa chaperonin
POBNIBBE_01369	CDS	927	cysK	2.5.1.47	COG0031	Cysteine synthase
POBNIBBE_01370	CDS	252	yvaM_1	3.-.-.-		AB hydrolase superfamily protein YvaM
POBNIBBE_01371	CDS	858	glcT		COG3711	PtsGHI operon antiterminator
POBNIBBE_01372	CDS	759	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
POBNIBBE_01373	CDS	507				hypothetical protein
POBNIBBE_01374	CDS	243				hypothetical protein
POBNIBBE_01375	CDS	258				hypothetical protein
POBNIBBE_01376	CDS	903	pgcA_2	5.4.2.2		Phosphoglucomutase
POBNIBBE_01377	CDS	795	topA_2	5.99.1.2	COG0550	DNA topoisomerase 1
POBNIBBE_01378	CDS	294				hypothetical protein
POBNIBBE_01379	CDS	348	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
POBNIBBE_01380	CDS	1104	nadA	2.5.1.72	COG0379	Quinolinate synthase A
POBNIBBE_01381	CDS	285				hypothetical protein
POBNIBBE_01382	CDS	291				hypothetical protein
POBNIBBE_01383	CDS	444	hspA		COG0071	Spore protein SP21
POBNIBBE_01384	CDS	276	rbsR		COG1609	Ribose operon repressor
POBNIBBE_01385	CDS	555				hypothetical protein
POBNIBBE_01386	CDS	306				hypothetical protein
POBNIBBE_01387	CDS	723	walR		COG0745	Transcriptional regulatory protein WalR
POBNIBBE_01388	CDS	1182	deoB	5.4.2.7	COG1015	Phosphopentomutase
POBNIBBE_01389	CDS	405				hypothetical protein
POBNIBBE_01390	CDS	381	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
POBNIBBE_01391	CDS	105				hypothetical protein
POBNIBBE_01392	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
POBNIBBE_01393	CDS	471				hypothetical protein
POBNIBBE_01394	CDS	1437	prtV	3.4.24.-	COG3291	Pre-pro-metalloprotease PrtV
POBNIBBE_01395	CDS	228				hypothetical protein
POBNIBBE_01396	CDS	207				hypothetical protein
POBNIBBE_01397	CDS	861				hypothetical protein
POBNIBBE_01398	CDS	171				hypothetical protein
POBNIBBE_01399	CDS	1035	hrcA		COG1420	Heat-inducible transcription repressor HrcA
POBNIBBE_01400	CDS	315	hemN	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
POBNIBBE_01401	CDS	807				hypothetical protein
POBNIBBE_01402	CDS	321	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
POBNIBBE_01403	CDS	927	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
POBNIBBE_01404	CDS	723	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
POBNIBBE_01405	CDS	201				hypothetical protein
POBNIBBE_01406	tmRNA	349	ssrA			transfer-messenger RNA, SsrA
POBNIBBE_01407	CDS	201	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
POBNIBBE_01408	CDS	177				hypothetical protein
POBNIBBE_01409	CDS	840	aldY	1.2.1.-	COG1012	putative aldehyde dehydrogenase AldY
POBNIBBE_01410	CDS	891				hypothetical protein
POBNIBBE_01411	CDS	897				hypothetical protein
POBNIBBE_01412	CDS	264				hypothetical protein
POBNIBBE_01413	CDS	141				hypothetical protein
POBNIBBE_01414	CDS	552				hypothetical protein
POBNIBBE_01415	CDS	138				hypothetical protein
POBNIBBE_01416	CDS	909	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
POBNIBBE_01417	CDS	411				hypothetical protein
POBNIBBE_01418	CDS	231				hypothetical protein
POBNIBBE_01419	CDS	795				hypothetical protein
POBNIBBE_01420	CDS	288				hypothetical protein
POBNIBBE_01421	CDS	471				hypothetical protein
POBNIBBE_01422	CDS	297	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
POBNIBBE_01423	CDS	267				hypothetical protein
POBNIBBE_01424	CDS	786				hypothetical protein
POBNIBBE_01425	CDS	288	acyP	3.6.1.7	COG1254	Acylphosphatase
POBNIBBE_01426	CDS	96				hypothetical protein
POBNIBBE_01427	CDS	243				hypothetical protein
POBNIBBE_01428	CDS	483	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
POBNIBBE_01429	CDS	594	patA	2.6.1.-	COG0436	Putative N-acetyl-LL-diaminopimelate aminotransferase
POBNIBBE_01430	CDS	534				hypothetical protein
POBNIBBE_01431	CDS	285				hypothetical protein
POBNIBBE_01432	CDS	204				hypothetical protein
POBNIBBE_01433	CDS	723				hypothetical protein
POBNIBBE_01434	CDS	552	sipS	3.4.21.89	COG0681	Signal peptidase I S
POBNIBBE_01435	CDS	351	rplS		COG0335	50S ribosomal protein L19
POBNIBBE_01436	CDS	228				hypothetical protein
POBNIBBE_01437	CDS	1002	corA_1		COG0598	Cobalt/magnesium transport protein CorA
POBNIBBE_01438	CDS	396	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
POBNIBBE_01439	CDS	312				hypothetical protein
POBNIBBE_01440	CDS	204				hypothetical protein
POBNIBBE_01441	CDS	552				hypothetical protein
POBNIBBE_01442	CDS	276	zapA		COG3027	Cell division protein ZapA
POBNIBBE_01443	CDS	939	corA_2		COG0598	Cobalt/magnesium transport protein CorA
POBNIBBE_01444	CDS	438				hypothetical protein
POBNIBBE_01445	CDS	138				hypothetical protein
POBNIBBE_01446	CDS	624				hypothetical protein
POBNIBBE_01447	CDS	141				hypothetical protein
POBNIBBE_01448	CDS	396	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
POBNIBBE_01449	CDS	780	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
POBNIBBE_01450	CDS	1197	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
POBNIBBE_01451	CDS	660	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
POBNIBBE_01452	CDS	273				hypothetical protein
POBNIBBE_01453	CDS	1038	aroA_1		COG1605	Protein AroA(G)
POBNIBBE_01454	CDS	111				hypothetical protein
POBNIBBE_01455	CDS	417				hypothetical protein
POBNIBBE_01456	CDS	687				hypothetical protein
POBNIBBE_01457	CDS	585				hypothetical protein
POBNIBBE_01458	CDS	273				hypothetical protein
POBNIBBE_01459	CDS	507	ppnKA	2.7.1.23	COG0061	NAD kinase 1
POBNIBBE_01460	CDS	915	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
POBNIBBE_01461	CDS	192				hypothetical protein
POBNIBBE_01462	CDS	1200	pheT_2	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
POBNIBBE_01463	CDS	165				hypothetical protein
POBNIBBE_01464	CDS	951				hypothetical protein
POBNIBBE_01465	CDS	516				hypothetical protein
POBNIBBE_01466	CDS	357	ftsL		COG4839	Cell division protein FtsL
POBNIBBE_01467	CDS	261				hypothetical protein
POBNIBBE_01468	CDS	606				hypothetical protein
POBNIBBE_01469	CDS	273				hypothetical protein
POBNIBBE_01470	CDS	105				hypothetical protein
POBNIBBE_01471	CDS	540	comK		COG4903	Competence transcription factor
POBNIBBE_01472	CDS	195				hypothetical protein
POBNIBBE_01473	CDS	903	xerC		COG4974	Tyrosine recombinase XerC
POBNIBBE_01474	CDS	180				hypothetical protein
POBNIBBE_01475	CDS	1095	ptsG_1		COG1263	PTS system glucose-specific EIICB component
POBNIBBE_01476	CDS	444	speB	3.5.3.11	COG0010	Agmatinase
POBNIBBE_01477	CDS	837	speE_1	2.5.1.16	COG0421	Polyamine aminopropyltransferase
POBNIBBE_01478	CDS	741	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
POBNIBBE_01479	CDS	606				hypothetical protein
POBNIBBE_01480	CDS	648	mcbR		COG1802	HTH-type transcriptional regulator McbR
POBNIBBE_01481	CDS	804	amnC	1.2.1.32		2-aminomuconic 6-semialdehyde dehydrogenase
POBNIBBE_01482	CDS	774	ecfA1	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA1
POBNIBBE_01483	CDS	399	thrC	4.2.3.1	COG0498	Threonine synthase
POBNIBBE_01484	CDS	303	sufT			Fe-S protein maturation auxiliary factor SufT
POBNIBBE_01485	CDS	813				hypothetical protein
POBNIBBE_01486	CDS	1005	flhB		COG1377	Flagellar biosynthetic protein FlhB
POBNIBBE_01487	CDS	459				hypothetical protein
POBNIBBE_01488	CDS	180				hypothetical protein
POBNIBBE_01489	CDS	513				hypothetical protein
POBNIBBE_01490	CDS	357				hypothetical protein
POBNIBBE_01491	CDS	732	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
POBNIBBE_01492	CDS	267	ptsH			Phosphocarrier protein HPr
POBNIBBE_01493	CDS	690				hypothetical protein
POBNIBBE_01494	CDS	792	cmpC	3.6.3.-	COG0715	Bicarbonate transport ATP-binding protein CmpC
POBNIBBE_01495	CDS	1092	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
POBNIBBE_01496	CDS	1140				hypothetical protein
POBNIBBE_01497	CDS	123				hypothetical protein
POBNIBBE_01498	CDS	294	sutR		COG1396	HTH-type transcriptional regulator SutR
POBNIBBE_01499	CDS	126				hypothetical protein
POBNIBBE_01500	CDS	267				hypothetical protein
POBNIBBE_01501	CDS	1047				hypothetical protein
POBNIBBE_01502	CDS	291				hypothetical protein
POBNIBBE_01503	CDS	693	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
POBNIBBE_01504	CDS	915	secA_2		COG0653	Protein translocase subunit SecA
POBNIBBE_01505	CDS	207	mscL		COG1970	Large-conductance mechanosensitive channel
POBNIBBE_01506	CDS	135				hypothetical protein
POBNIBBE_01507	CDS	642				hypothetical protein
POBNIBBE_01508	CDS	957	ypeB			Sporulation protein YpeB
POBNIBBE_01509	CDS	276				hypothetical protein
POBNIBBE_01510	CDS	240				hypothetical protein
POBNIBBE_01511	CDS	1209	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
POBNIBBE_01512	CDS	618				hypothetical protein
POBNIBBE_01513	CDS	237				hypothetical protein
POBNIBBE_01514	CDS	669				hypothetical protein
POBNIBBE_01515	CDS	729				hypothetical protein
POBNIBBE_01516	CDS	237	cheD	3.5.1.44	COG1871	Chemoreceptor glutamine deamidase CheD
POBNIBBE_01517	CDS	375	sigD_1		COG1191	RNA polymerase sigma-D factor
POBNIBBE_01518	CDS	378	sigD_2		COG1191	RNA polymerase sigma-D factor
POBNIBBE_01519	CDS	231				hypothetical protein
POBNIBBE_01520	CDS	348	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
POBNIBBE_01521	CDS	201				hypothetical protein
POBNIBBE_01522	CDS	162				hypothetical protein
POBNIBBE_01523	CDS	291				hypothetical protein
POBNIBBE_01524	CDS	399	rpsH			30S ribosomal protein S8
POBNIBBE_01525	CDS	186	rpsZ			30S ribosomal protein S14 type Z
POBNIBBE_01526	CDS	540	rplE			50S ribosomal protein L5
POBNIBBE_01527	CDS	288	rplX			50S ribosomal protein L24
POBNIBBE_01528	CDS	1359	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
POBNIBBE_01529	CDS	1170				hypothetical protein
POBNIBBE_01530	CDS	474				hypothetical protein
POBNIBBE_01531	CDS	426				hypothetical protein
POBNIBBE_01532	CDS	234				hypothetical protein
POBNIBBE_01533	CDS	384				hypothetical protein
POBNIBBE_01534	CDS	150				hypothetical protein
POBNIBBE_01535	CDS	363	spo0F	2.7.-.-	COG0784	Sporulation initiation phosphotransferase F
POBNIBBE_01536	CDS	609				hypothetical protein
POBNIBBE_01537	CDS	885	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
POBNIBBE_01538	CDS	393				hypothetical protein
POBNIBBE_01539	CDS	441				hypothetical protein
POBNIBBE_01540	CDS	744	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
POBNIBBE_01541	CDS	603				hypothetical protein
POBNIBBE_01542	CDS	1053				hypothetical protein
POBNIBBE_01543	CDS	276				hypothetical protein
POBNIBBE_01544	CDS	729				hypothetical protein
POBNIBBE_01545	CDS	468	fruA		COG1299	PTS system fructose-specific EIIABC component
POBNIBBE_01546	CDS	867			COG0701	Putative two-component membrane permease complex subunit SMU_747c
POBNIBBE_01547	CDS	171				hypothetical protein
POBNIBBE_01548	CDS	231				hypothetical protein
POBNIBBE_01549	CDS	408	amaA	3.5.1.14		N-acyl-L-amino acid amidohydrolase
POBNIBBE_01550	CDS	213	tilS_1	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
POBNIBBE_01551	CDS	546	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
POBNIBBE_01552	CDS	123	odhB_1	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
POBNIBBE_01553	CDS	1080	pdhA_2	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
